"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"04/24/2017",23:08:00,"BRONX",10460,40.845985,-73.884476,"(40.845985, -73.884476)","EAST 180 STREET","SOUTHERN BOULEVARD",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,3659156,"Pick-up Truck","Bike",NA,NA,NA
"04/13/2017",03:02:00,"BRONX",10465,40.87831,-73.870155,"(40.87831, -73.870155)","BRONX RIVER PARKWAY","EAST GUN HILL ROAD",NA,1,1,0,0,0,0,1,1,"Driver Inattention/Distraction",NA,NA,NA,NA,3650467,"Sedan",NA,NA,NA,NA
"03/23/2017",20:45:00,"QUEENS",11369,40.76813,-73.87625,"(40.76813, -73.87625)","23 AVENUE","94 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3638230,"Pick-up Truck",NA,NA,NA,NA
"04/05/2017",19:04:00,"BROOKLYN",11228,40.615788,-74.01214,"(40.615788, -74.01214)","13 AVENUE","83 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,3645850,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"04/10/2017",15:00:00,"BROOKLYN",11237,40.714176,-73.92774,"(40.714176, -73.92774)",NA,NA,"1233      METROPOLITAN AVENUE",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3648869,"Flat Bed",NA,NA,NA,NA
"04/08/2017",20:35:00,"BROOKLYN",11212,40.67066,-73.904205,"(40.67066, -73.904205)","POWELL STREET","PITKIN AVENUE",NA,7,1,0,0,0,0,7,1,"Unsafe Speed","Unspecified","Unspecified","Unspecified","Unspecified",3648680,"Sedan","Sedan","Sedan","Sedan","Sedan"
"04/14/2017",15:20:00,"MANHATTAN",10037,40.818516,-73.93765,"(40.818516, -73.93765)","WEST 142 STREET","LENOX AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inexperience","Unspecified","Unspecified","Unspecified",NA,3651191,"Motorcycle","Sedan","Sedan","Station Wagon/Sport Utility Vehicle",NA
"04/01/2017",02:53:00,"QUEENS",11104,40.74576,-73.92581,"(40.74576, -73.92581)","39 STREET","43 AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,3642997,"Motorbike","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"04/05/2017",07:19:00,"MANHATTAN",10009,40.728195,-73.984886,"(40.728195, -73.984886)","1 AVENUE","EAST 9 STREET",NA,0,1,0,0,0,1,0,0,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,3645566,"Bike","Box Truck",NA,NA,NA
"04/09/2017",14:00:00,"STATEN ISLAND",10301,40.611286,-74.108734,"(40.611286, -74.108734)","LITTLE CLOVE ROAD","NORTHERN BOULEVARD",NA,5,1,0,0,0,0,5,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,3649309,"Sedan","Sedan",NA,NA,NA
"03/12/2017",04:10:00,"QUEENS",11421,40.685963,-73.85654,"(40.685963, -73.85654)","ATLANTIC AVENUE","85 STREET",NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,3630562,"Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA
"02/25/2017",04:49:00,"BROOKLYN",11206,40.707653,-73.93984,"(40.707653, -73.93984)","BUSHWICK AVENUE","MONTROSE AVENUE",NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified",NA,NA,NA,3624386,"Motorcycle","Box Truck",NA,NA,NA
"03/07/2017",18:20:00,"BROOKLYN",11229,40.598476,-73.93141,"(40.598476, -73.93141)","GERRITSEN AVENUE","WHITNEY AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3628396,"Pick-up Truck",NA,NA,NA,NA
"03/03/2017",17:30:00,"QUEENS",11355,40.751835,-73.82427,"(40.751835, -73.82427)","COLDEN STREET","ELDER AVENUE",NA,0,1,0,0,0,1,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3626043,"Bike",NA,NA,NA,NA
"03/16/2017",15:31:00,"BROOKLYN",11233,40.676342,-73.910934,"(40.676342, -73.910934)","ATLANTIC AVENUE","ROCKAWAY AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3633353,"Box Truck",NA,NA,NA,NA
"03/19/2017",22:15:00,"BRONX",10463,40.8827,-73.89273,"(40.8827, -73.89273)","SEDGWICK AVENUE","VANCORTLANDT AVENUE WEST",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3635027,"Sedan",NA,NA,NA,NA
"02/27/2017",16:00:00,"BROOKLYN",11234,40.60981,-73.92251,"(40.60981, -73.92251)","FLATBUSH AVENUE","AVENUE U",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3623635,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/07/2017",09:06:00,"BRONX",10458,40.85819,-73.88435,"(40.85819, -73.88435)","EAST FORDHAM ROAD","HUGHES AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3628395,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"03/01/2017",16:45:00,"QUEENS",11106,40.758125,-73.928505,"(40.758125, -73.928505)","35 AVENUE","31 STREET",NA,2,1,0,0,0,0,2,1,"Unsafe Lane Changing","Unspecified","Unspecified","Unspecified",NA,3624204,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle","Sedan",NA
"03/16/2017",19:08:00,"BRONX",10472,40.82842,-73.86068,"(40.82842, -73.86068)","WHITE PLAINS ROAD","WATSON AVENUE",NA,2,1,2,1,0,0,0,0,"Drugs (illegal)","Unspecified","Unspecified","Unspecified","Unspecified",3633364,"AMBULANCE","Station Wagon/Sport Utility Vehicle","Sedan","Sedan","Sedan"
"02/11/2017",12:12:00,"QUEENS",11101,40.737263,-73.940025,"(40.737263, -73.940025)",NA,NA,"30-03     REVIEW AVENUE",0,1,0,1,0,0,0,0,"Driverless/Runaway Vehicle","Unspecified",NA,NA,NA,3624139,"FORKL","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"02/24/2017",05:57:00,"MANHATTAN",10025,40.793377,-73.97086,"(40.793377, -73.97086)","AMSTERDAM AVENUE","WEST 95 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3621114,"Box Truck",NA,NA,NA,NA
"02/06/2017",16:08:00,"STATEN ISLAND",10309,40.546207,-74.21177,"(40.546207, -74.21177)","GERVIL STREET","CORRELL AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3610970,"Pick-up Truck",NA,NA,NA,NA
"02/15/2017",15:20:00,"BROOKLYN",11236,40.634033,-73.88933,"(40.634033, -73.88933)",NA,NA,"9714      SEAVIEW AVENUE",0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified",NA,NA,NA,3616636,"Sedan","Sedan",NA,NA,NA
"12/27/2016",11:32:00,"BRONX",10457,40.84893,-73.890465,"(40.84893, -73.890465)","EAST 180 STREET","HUGHES AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3587620,"Sedan",NA,NA,NA,NA
"01/23/2017",17:43:00,"MANHATTAN",10034,40.864605,-73.92325,"(40.864605, -73.92325)",NA,NA,"150       SHERMAN AVENUE",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3603741,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/19/2017",10:46:00,"BROOKLYN",11229,40.594646,-73.956566,"(40.594646, -73.956566)","EAST 14 STREET","GRAVESEND NECK ROAD",NA,0,1,0,1,0,0,0,0,"Glare",NA,NA,NA,NA,3600993,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/18/2017",20:25:00,"BROOKLYN",11226,40.65153,-73.96303,"(40.65153, -73.96303)","CATON AVENUE","SAINT PAULS PLACE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3601146,"Tractor Truck Diesel",NA,NA,NA,NA
"01/01/2017",02:15:00,"QUEENS",11434,40.66675,-73.779945,"(40.66675, -73.779945)","SOUTH CONDUIT AVENUE","ROCKAWAY BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unsafe Speed",NA,NA,NA,NA,3590027,"Taxi",NA,NA,NA,NA
"01/01/2017",03:17:00,"BROOKLYN",11204,40.608494,-73.97593,"(40.608494, -73.97593)","AVENUE P","WEST 2 STREET",NA,2,1,0,0,0,0,2,1,"Failure to Yield Right-of-Way","Unsafe Speed","Unspecified","Unspecified","Unspecified",3590036,"Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan","Sedan"
"01/03/2017",06:46:00,"BROOKLYN",11229,40.616043,-73.94484,"(40.616043, -73.94484)","NOSTRAND AVENUE","KINGS HIGHWAY",NA,0,1,0,1,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,3591307,"Station Wagon/Sport Utility Vehicle","Bus",NA,NA,NA
"12/28/2016",19:13:00,"BROOKLYN",11207,40.65114,-73.89,"(40.65114, -73.89)","LOUISIANA AVENUE","FLATLANDS AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3588549,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/01/2017",05:08:00,"BROOKLYN",11208,40.677498,-73.87149,"(40.677498, -73.87149)","CONDUIT BOULEVARD","PINE STREET",NA,2,1,0,1,0,0,2,0,"Unsafe Speed",NA,NA,NA,NA,3590038,"Sedan",NA,NA,NA,NA
"01/18/2017",19:26:00,"QUEENS",11372,40.74916,-73.88991,"(40.74916, -73.88991)","37 AVENUE","76 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3600493,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"01/10/2017",21:23:00,"BROOKLYN",11235,40.591106,-73.96513,"(40.591106, -73.96513)","OCEAN PARKWAY","AVENUE X",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3595905,"Sedan",NA,NA,NA,NA
"01/09/2017",17:20:00,"BROOKLYN",11236,40.651157,-73.918144,"(40.651157, -73.918144)","AVENUE A","REMSEN AVENUE",NA,3,1,0,1,0,0,3,0,"Unsafe Speed","Unspecified","Unspecified","Unspecified","Unspecified",3595430,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle"
"01/11/2017",23:35:00,"QUEENS",11355,40.745304,-73.82595,"(40.745304, -73.82595)","MAIN STREET","58 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3596606,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/09/2016",16:51:00,"MANHATTAN",10018,40.757732,-73.99686,"(40.757732, -73.99686)","WEST 39 STREET","10 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3576805,"Flat Bed",NA,NA,NA,NA
"12/04/2016",02:13:00,"BROOKLYN",11218,40.641396,-73.98908,"(40.641396, -73.98908)","12 AVENUE","40 STREET",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,3572530,"Motorcycle","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA
"12/16/2016",20:41:00,"BRONX",10473,40.8213,-73.88033,"(40.8213, -73.88033)","STORY AVENUE","COLGATE AVENUE",NA,0,1,0,1,0,0,0,0,"Drugs (illegal)",NA,NA,NA,NA,3580092,"Sedan",NA,NA,NA,NA
"12/19/2016",04:03:00,"BROOKLYN",11207,40.677658,-73.89837,"(40.677658, -73.89837)","JAMAICA AVENUE","SHEFFIELD AVENUE",NA,0,1,0,1,0,0,0,0,"Alcohol Involvement",NA,NA,NA,NA,3582811,"Sedan",NA,NA,NA,NA
"12/09/2016",08:30:00,"BROOKLYN",11207,40.679466,-73.90037,"(40.679466, -73.90037)",NA,NA,"1700      BUSHWICK AVENUE",0,1,0,0,0,0,0,1,"Unspecified","Unspecified","Unspecified","Unspecified",NA,3577121,"Taxi","Sedan","Sedan","Sedan",NA
"12/19/2016",22:21:00,"BROOKLYN",11229,40.602688,-73.933556,"(40.602688, -73.933556)","AVENUE U","BURNETT STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3583026,"Box Truck",NA,NA,NA,NA
"12/09/2016",12:43:00,"QUEENS",11375,40.710625,-73.8519,"(40.710625, -73.8519)","METROPOLITAN AVENUE","70 DRIVE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,3576771,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"12/19/2016",12:30:00,"QUEENS",11106,40.76079,-73.935936,"(40.76079, -73.935936)",NA,NA,"35-32     21 STREET",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3583299,"Sedan",NA,NA,NA,NA
"11/19/2016",15:45:00,"BROOKLYN",11235,40.591106,-73.96513,"(40.591106, -73.96513)","OCEAN PARKWAY","AVENUE X",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3563662,"Motorcycle","Sedan",NA,NA,NA
"11/13/2016",10:32:00,"QUEENS",11004,40.740036,-73.70242,"(40.740036, -73.70242)",NA,NA,"83-12     267 STREET",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3559543,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"11/08/2016",22:16:00,"MANHATTAN",10029,40.799984,-73.944855,"(40.799984, -73.944855)","EAST 116 STREET","MADISON AVENUE",NA,1,1,0,1,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified",NA,NA,NA,3558813,"Motorcycle","Sedan",NA,NA,NA
"11/18/2016",12:39:00,"QUEENS",11105,40.773594,-73.91179,"(40.773594, -73.91179)","23 AVENUE","33 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3564661,"Van",NA,NA,NA,NA
"11/17/2016",10:36:00,"BRONX",10470,40.898876,-73.85539,"(40.898876, -73.85539)","RICHARDSON AVENUE","NEREID AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3562394,"Sedan",NA,NA,NA,NA
"11/08/2016",16:00:00,"BRONX",10454,40.809105,-73.9229,"(40.809105, -73.9229)","WILLIS AVENUE","EAST 138 STREET",NA,1,1,0,1,0,0,1,0,"Unsafe Speed",NA,NA,NA,NA,3557906,"Sedan",NA,NA,NA,NA
"11/13/2016",17:15:00,"BROOKLYN",11233,40.684147,-73.922966,"(40.684147, -73.922966)","RALPH AVENUE","MACON STREET",NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,3559113,NA,NA,NA,NA,NA
"11/21/2016",17:35:00,"BRONX",10458,40.866047,-73.882744,"(40.866047, -73.882744)","SOUTHERN BOULEVARD","EAST BEDFORD PARK BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3565687,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"10/15/2016",10:20:00,"MANHATTAN",10032,40.83468,-73.944435,"(40.83468, -73.944435)","BROADWAY","WEST 158 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3541065,"Taxi",NA,NA,NA,NA
"10/18/2016",16:20:00,"BRONX",10462,40.836346,-73.85222,"(40.836346, -73.85222)","CASTLE HILL AVENUE","STARLING AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3543581,"Dump",NA,NA,NA,NA
"10/10/2016",21:36:00,"BRONX",10451,40.8252,-73.91476,"(40.8252, -73.91476)","COURTLANDT AVENUE","EAST 162 STREET",NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,3537427,NA,NA,NA,NA,NA
"10/10/2016",10:15:00,"STATEN ISLAND",10314,40.615654,-74.12751,"(40.615654, -74.12751)","WESTCOTT BOULEVARD","CROWELL AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,3537480,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA
"10/21/2016",17:30:00,"MANHATTAN",10004,40.702663,-74.012886,"(40.702663, -74.012886)","WATER STREET","WHITEHALL STREET",NA,1,1,0,1,0,0,1,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3546475,"Bus",NA,NA,NA,NA
"10/05/2016",21:51:00,"MANHATTAN",10011,40.744724,-74.008385,"(40.744724, -74.008385)","11 AVENUE","WEST 17 STREET",NA,0,1,0,0,0,0,0,0,"Illnes","Unspecified","Unspecified","Unspecified",NA,3535357,NA,NA,NA,NA,NA
"09/15/2016",20:30:00,"BROOKLYN",11214,40.601883,-73.99369,"(40.601883, -73.99369)",NA,NA,"2201      86 STREET",0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3522739,"Bus",NA,NA,NA,NA
"09/27/2016",06:20:00,"QUEENS",11417,40.676968,-73.83527,"(40.676968, -73.83527)","CENTREVILLE AVENUE","133 AVENUE",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,3528085,"Sedan",NA,NA,NA,NA
"10/04/2016",16:15:00,"MANHATTAN",10037,40.812744,-73.937645,"(40.812744, -73.937645)","5 AVENUE","EAST 135 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3539437,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"09/19/2016",06:31:00,"QUEENS",11434,40.66362,-73.777176,"(40.66362, -73.777176)","ROCKAWAY BOULEVARD","144 TERRACE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3523097,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"09/17/2016",10:41:00,"MANHATTAN",10021,40.76906,-73.961105,"(40.76906, -73.961105)","3 AVENUE","EAST 71 STREET",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,3524203,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"09/28/2016",19:40:00,"MANHATTAN",10035,40.797306,-73.93446,"(40.797306, -73.93446)","1 AVENUE","EAST 118 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3529550,"Sedan",NA,NA,NA,NA
"09/29/2016",06:08:00,"QUEENS",11692,40.59241,-73.789,"(40.59241, -73.789)","ROCKAWAY FREEWAY","BEACH 59 STREET",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,3529590,"Sedan",NA,NA,NA,NA
"10/07/2016",14:47:00,"MANHATTAN",10128,0,0,"(0.0, 0.0)","EAST 89 STREET","YORK AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3537210,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"10/04/2016",09:49:00,"MANHATTAN",10002,40.719933,-73.97876,"(40.719933, -73.97876)","EAST HOUSTON STREET","COLUMBIA STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3534107,"Bus",NA,NA,NA,NA
"09/30/2016",12:16:00,"STATEN ISLAND",10304,40.626663,-74.07565,"(40.626663, -74.07565)","BAY STREET","CANAL STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3532239,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"09/13/2016",19:41:00,"MANHATTAN",10027,40.810684,-73.95452,"(40.810684, -73.95452)","MORNINGSIDE AVENUE","WEST 124 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3519074,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/30/2016",09:33:00,"BRONX",10472,40.828976,-73.87641,"(40.828976, -73.87641)","WESTCHESTER AVENUE","MANOR AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3509782,"Pick-up Truck",NA,NA,NA,NA
"09/06/2016",11:02:00,"BROOKLYN",11223,40.60784,-73.961975,"(40.60784, -73.961975)","QUENTIN ROAD","CONEY ISLAND AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3515998,"Sedan",NA,NA,NA,NA
"09/11/2016",04:23:00,"QUEENS",11420,40.679005,-73.819595,"(40.679005, -73.819595)","LINDEN BOULEVARD","120 STREET",NA,7,1,0,0,0,0,7,1,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified",NA,3517077,"Sedan","Sedan","Sedan","Sedan",NA
"08/31/2016",14:08:00,"QUEENS",11106,40.761597,-73.9246,"(40.761597, -73.9246)","32 STREET","BROADWAY",NA,1,1,1,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3511634,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/23/2016",15:50:00,"MANHATTAN",10025,40.793324,-73.974625,"(40.793324, -73.974625)","WEST 93 STREET","WEST END AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3505882,"Pick-up Truck",NA,NA,NA,NA
"08/23/2016",17:39:00,"STATEN ISLAND",10305,40.59018,-74.088875,"(40.59018, -74.088875)","HYLAN BOULEVARD","ATLANTIC AVENUE",NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,3506599,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/29/2016",13:18:00,"MANHATTAN",10003,40.732346,-73.98495,"(40.732346, -73.98495)","EAST 14 STREET","2 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3509684,"AMBUL",NA,NA,NA,NA
"08/18/2016",23:24:00,"BROOKLYN",11203,40.663017,-73.94003,"(40.663017, -73.94003)","LEFFERTS AVENUE","ALBANY AVENUE",NA,0,1,0,0,0,1,0,0,"Unspecified","Unspecified",NA,NA,NA,3503160,"Dump","Bike",NA,NA,NA
"08/01/2016",00:12:00,"BROOKLYN",11208,40.682747,-73.87537,"(40.682747, -73.87537)","CHESTNUT STREET","FULTON STREET",NA,0,2,0,2,0,0,0,0,"Unsafe Speed","Unspecified","Unspecified",NA,NA,3492923,"Station Wagon/Sport Utility Vehicle","Sedan","Sedan",NA,NA
"08/13/2016",11:57:00,"QUEENS",11372,40.75412,-73.881325,"(40.75412, -73.881325)","34 AVENUE","86 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3500682,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/06/2016",21:00:00,"BRONX",10472,40.82615,-73.87766,"(40.82615, -73.87766)","WATSON AVENUE","BOYNTON AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3499129,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"08/14/2016",07:19:00,"QUEENS",11429,40.703434,-73.74051,"(40.703434, -73.74051)","SPRINGFIELD BOULEVARD","MURDOCK AVENUE",NA,1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,3500509,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"07/17/2016",17:06:00,"QUEENS",11420,40.679523,-73.81077,"(40.679523, -73.81077)","115 AVENUE","130 STREET",NA,4,1,0,0,0,0,4,1,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",3484920,"Station Wagon/Sport Utility Vehicle","Taxi","Station Wagon/Sport Utility Vehicle","4 dr sedan","4 dr sedan"
"07/01/2016",11:07:00,"MANHATTAN",10022,40.759983,-73.964806,"(40.759983, -73.964806)","EAST 58 STREET","2 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3473019,"Pick-up Truck",NA,NA,NA,NA
"07/07/2016",13:00:00,"QUEENS",11411,40.69377,-73.73578,"(40.69377, -73.73578)","225 STREET","LINDEN BOULEVARD",NA,1,1,1,0,0,0,0,1,"Unsafe Speed","Unspecified","Unspecified","Unspecified",NA,3476445,"Station Wagon/Sport Utility Vehicle","4 dr sedan","4 dr sedan","Sedan",NA
"07/07/2016",00:00:00,"QUEENS",11373,40.743973,-73.8851,"(40.743973, -73.8851)","BROADWAY","BAXTER AVENUE",NA,0,1,0,0,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,3485898,NA,NA,NA,NA,NA
"06/18/2016",03:37:00,"MANHATTAN",10023,40.76974,-73.982124,"(40.76974, -73.982124)","BROADWAY","WEST 61 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3467664,"Dump",NA,NA,NA,NA
"06/13/2016",19:58:00,"QUEENS",11101,40.73376,-73.93743,"(40.73376, -73.93743)","REVIEW AVENUE","37 STREET",NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3461621,"4 dr sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA
"06/19/2016",21:56:00,"BROOKLYN",11201,40.69024,-73.99437,"(40.69024, -73.99437)","ATLANTIC AVENUE","CLINTON STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3467761,"4 dr sedan",NA,NA,NA,NA
"06/16/2016",22:19:00,"MANHATTAN",10010,40.740917,-73.9881,"(40.740917, -73.9881)","EAST 23 STREET","MADISON AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3463576,"4 dr sedan",NA,NA,NA,NA
"06/18/2016",17:46:00,"BROOKLYN",11212,40.654312,-73.91759,"(40.654312, -73.91759)","LINDEN BOULEVARD","CHURCH AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3468167,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"06/07/2016",06:46:00,"BROOKLYN",11221,40.697186,-73.92884,"(40.697186, -73.92884)","EVERGREEN AVENUE","HART STREET",NA,0,1,0,0,0,1,0,0,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3457179,"Tanker","Bike",NA,NA,NA
